titleid,rating,title,isAdult,startYear,runtimeMinutes,genres
tt0050530I Was a Teenage Werewolf,5.1,I Was a Teenage Werewolf,0,1957,76,Drama
tt0050531I Was a Teenage Frankenstein,5.2,I Was a Teenage Frankenstein,0,1957,74,Horror
tt0050532I Was All His,5.4,I Was All His,0,1958,101,Drama
tt0050533Der ideale Untermieter,6.5,Der ideale Untermieter,0,1957,98,Family
tt0050534A Chairy Tale,7.3,A Chairy Tale,0,1957,12,Animation
tt0050535Once There Was,5.8,Once There Was,0,1957,9,Animation
tt0050536Illusionen,10,Illusionen,0,1957,82,\N
tt0050537A Inauguração do Novo Edifício do Preventório de S. José,0,A Inauguração do Novo Edifício do Preventório de S. José,0,1957,\N,Documentary
tt0050538L'incanto della foresta,6.6,L'incanto della foresta,0,1957,80,Documentary
tt0050539The Incredible Shrinking Man,7.6,The Incredible Shrinking Man,0,1957,81,Horror
tt0050540Un indiano en Moratilla,0,Un indiano en Moratilla,0,1958,88,Comedy
tt0050541Ingen morgondag,4,Ingen morgondag,0,1957,105,Drama
tt0050542Be Dear to Me,6.6,Be Dear to Me,0,1957,101,Drama
tt0050543Insomnia Is Good for You,8.5,Insomnia Is Good for You,0,1957,26,Comedy
tt0050544Interlude,6.2,Interlude,0,1957,90,Drama
tt0050545Invasion of the Saucer Men,5.3,Invasion of the Saucer Men,0,1957,69,Family
tt0050546The Invisible Boy,5.3,The Invisible Boy,0,1957,90,Adventure
tt0050547The Iron Sheriff,6,The Iron Sheriff,0,1957,73,Western
tt0050549Island in the Sun,6.1,Island in the Sun,0,1957,119,Drama
tt0050551L'isola di smeraldo,0,L'isola di smeraldo,0,1957,\N,Documentary
tt0050552Istanbul,6.2,Istanbul,0,1957,84,Crime
tt0050553Italia piccola,0,Italia piccola,0,1957,\N,\N
tt0050554Itohan monogatari,4.9,Itohan monogatari,0,1957,82,Drama
tt0050555Jaani Dushman,0,Jaani Dushman,0,1957,\N,\N
tt0050556Jailhouse Rock,6.5,Jailhouse Rock,0,1957,96,Drama
tt0050557Jamboree!,5.1,Jamboree!,0,1957,86,Musical
tt0050558The James Dean Story,6.2,The James Dean Story,0,1957,81,Biography
tt0050559Jazz im Kreml,0,Jazz im Kreml,0,1957,44,Documentary
tt0050560Jeanne Eagels,6.2,Jeanne Eagels,0,1957,108,Biography
tt0050561Jeg elsker dig,5.9,Jeg elsker dig,0,1957,86,Comedy
tt0050562Jet Pilot,5.6,Jet Pilot,0,1957,113,Action
tt0050563Jigoku bana,0,Jigoku bana,0,1957,99,Drama
tt0050564Joe Butterfly,6,Joe Butterfly,0,1957,90,Comedy
tt0050565Joe Dakota,6.6,Joe Dakota,0,1957,79,Western
tt0050566Johan på Snippen tar hem spelet,5.3,Johan på Snippen tar hem spelet,0,1957,97,Comedy
tt0050567Johnny Tremain,6.5,Johnny Tremain,0,1957,80,Adventure
tt0050568Johnny Trouble,6,Johnny Trouble,0,1957,80,Drama
tt0050569The Joker Is Wild,7,The Joker Is Wild,0,1957,126,Biography
tt0050570Jonas,7.4,Jonas,0,1957,81,Drama
tt0050571Journey to Freedom,4.6,Journey to Freedom,0,1957,60,Drama
tt0050572Juanillo papá y mamá,0,Juanillo papá y mamá,0,1957,94,Comedy
tt0050573Juego de niños,0,Juego de niños,0,1959,85,Comedy
tt0050574Miracles of Thursday,7.3,Miracles of Thursday,0,1957,84,Comedy
tt0050575The Juggler of Our Lady,7.8,The Juggler of Our Lady,0,1957,9,Animation
tt0050577Junger Mann der alles kann,7.7,Junger Mann der alles kann,0,1957,96,Comedy
tt0050578Der Jungfrauenkrieg,4.8,Der Jungfrauenkrieg,0,1957,86,Comedy
tt0050579Jungle Heat,5.2,Jungle Heat,0,1957,75,Action
tt0050580Just My Luck,6.1,Just My Luck,0,1957,86,Comedy
tt0050581Einen Jux will er sich machen,8.1,Einen Jux will er sich machen,0,1956,88,Comedy
tt0050582Játék a szerelemmel,0,Játék a szerelemmel,0,1959,93,\N
tt0050583Jägerblut,6,Jägerblut,0,1957,93,Drama
tt0050584Der Kaiser und das Wäschermädel,5.7,Der Kaiser und das Wäschermädel,0,1957,93,\N
tt0050585Kanal,7.9,Kanal,0,1957,91,Drama
tt0050586Kapelusz pana Anatola,6.7,Kapelusz pana Anatola,0,1957,88,Comedy
tt0050587Kath Putli,7.1,Kath Putli,0,1957,152,Drama
tt0050588Short of Cash,6.4,Short of Cash,0,1957,94,Comedy
tt0050589Kelly and Me,5.8,Kelly and Me,0,1956,86,Comedy
tt0050590The Kettles on Old MacDonald's Farm,6.4,The Kettles on Old MacDonald's Farm,0,1957,81,Comedy
tt0050591Behold Thy Son,7,Behold Thy Son,0,1957,104,Drama
tt0050592A Dangerous Hero,7.6,A Dangerous Hero,0,1957,94,Drama
tt0050593Kill Her Gently,6.2,Kill Her Gently,0,1957,75,Thriller
tt0050594Kill Me Tomorrow,5.3,Kill Me Tomorrow,0,1957,80,Crime
tt0050595Code of Silence,0,Code of Silence,0,1960,75,Crime
tt0050596Kína vendégei voltunk,0,Kína vendégei voltunk,0,1957,\N,Documentary
tt0050597Kindermädchen für Papa gesucht,5.3,Kindermädchen für Papa gesucht,0,1957,88,Comedy
tt0050598A King in New York,7,A King in New York,0,1957,110,Comedy
tt0050599Kiss Them for Me,5.6,Kiss Them for Me,0,1957,105,Comedy
tt0050600Little Man on Top,5.3,Little Man on Top,0,1957,94,Drama
tt0050601Kleren maken de man,5.4,Kleren maken de man,0,1957,93,Comedy
tt0050602Kolportage,8.4,Kolportage,0,1957,62,Drama
tt0050603Koniec nocy,6.1,Koniec nocy,0,1957,90,Drama
tt0050604The Hunchback Horse,7.4,The Hunchback Horse,0,1947,57,Adventure
tt0050605Be Happy These Two Lovers,7.7,Be Happy These Two Lovers,0,1957,97,Romance
tt0050606Koroshita no wa dare da,7.3,Koroshita no wa dare da,0,1957,91,Action
tt0050608Sûpâ jaiantsu - Chikyû metsubô sunzen,6.4,Sûpâ jaiantsu - Chikyû metsubô sunzen,0,1957,42,Action
tt0050609Sûpâ jaiantsu - Kaiseijin no majô,5.9,Sûpâ jaiantsu - Kaiseijin no majô,0,1957,51,Action
tt0050610Kronos,5.7,Kronos,0,1957,78,Action
tt0050611Krut och kärlek,0,Krut och kärlek,0,1956,85,History
tt0050612The Kiss,7.5,The Kiss,0,1957,74,Drama
tt0050613Throne of Blood,8.1,Throne of Blood,0,1957,110,Drama
tt0050614Kuriton sukupolvi,5.9,Kuriton sukupolvi,0,1957,94,Comedy
tt0050615Two Confessions,6.6,Two Confessions,0,1957,93,Crime
tt0050616Der König der Bernina,4.6,Der König der Bernina,0,1957,93,Drama
tt0050617Königin Luise,5.7,Königin Luise,0,1957,100,Drama
tt0050618Der kühne Schwimmer,5.1,Der kühne Schwimmer,0,1957,89,Comedy
tt0050620Lady of Vengeance,5.4,Lady of Vengeance,0,1957,73,Drama
tt0050621Lal Batti,0,Lal Batti,0,1957,\N,\N
tt0050622The Land Unknown,5.7,The Land Unknown,0,1957,78,Adventure
tt0050623Lapland,8.2,Lapland,0,1957,29,Documentary
tt0050624Last Stagecoach West,5.8,Last Stagecoach West,0,1957,67,Western
tt0050625Last of the Badmen,5.6,Last of the Badmen,0,1957,79,Western
tt0050626Les lavandières du Portugal,4.6,Les lavandières du Portugal,0,1957,99,\N
tt0050627The Lawless Eighties,5.6,The Lawless Eighties,0,1957,70,Western
tt0050628Lazzarella,6.6,Lazzarella,0,1957,97,Comedy
tt0050629Legend of the Lost,6.1,Legend of the Lost,0,1957,109,Adventure
tt0050630Lemkes sel. Witwe,7.2,Lemkes sel. Witwe,0,1957,92,Comedy
tt0050631Les Girls,6.6,Les Girls,0,1957,114,Comedy
tt0050632Let's Be Happy,5.6,Let's Be Happy,0,1957,109,Musical
tt0050633Letter from Siberia,7.5,Letter from Siberia,0,1958,62,Documentary
tt0050634The Cranes Are Flying,8.3,The Cranes Are Flying,0,1957,95,Drama
tt0050635The Last Ones Shall Be First,5.8,The Last Ones Shall Be First,0,1957,94,Crime
tt0050636La rebelión de la sierra,7.5,La rebelión de la sierra,0,1958,85,Action
tt0050637Nature Girl and the Slaver,4.6,Nature Girl and the Slaver,0,1957,86,Adventure
tt0050638Die liebe Familie,6.4,Die liebe Familie,0,1957,96,Comedy
tt0050639Liebe Jazz und Übermut,5.7,Liebe Jazz und Übermut,0,1957,102,Comedy
tt0050640Liebe wie die Frau sie wünscht,0,Liebe wie die Frau sie wünscht,0,1957,93,Drama
tt0050641The Life of Henry V,0,The Life of Henry V,0,1957,\N,Drama
tt0050642Light Fingers,0,Light Fingers,0,1957,86,Comedy
tt0050643Lille Fridolf blir morfar,5.8,Lille Fridolf blir morfar,0,1957,90,Comedy
tt0050644Die Lindenwirtin vom Donaustrand,4.8,Die Lindenwirtin vom Donaustrand,0,1957,87,Musical
tt0050645Lissy,7.3,Lissy,0,1957,89,Drama
tt0050646The Little Hut,5.7,The Little Hut,0,1957,90,Comedy
tt0050648Livets vår,0,Livets vår,0,1957,67,Drama
tt0050649The Living Idol,5.2,The Living Idol,0,1957,100,Adventure
tt0050650Lizzie,6.3,Lizzie,0,1957,81,Drama
tt0050651Lo que cuesta vivir...,5.3,Lo que cuesta vivir...,0,1967,92,Comedy
tt0050652The Lonely Man,6.4,The Lonely Man,0,1957,88,Drama
tt0050653The Long Haul,6.7,The Long Haul,0,1957,100,Crime
tt0050654Looking for Danger,5.5,Looking for Danger,0,1957,62,Comedy
tt0050655Demoniac,6.7,Demoniac,0,1957,101,Crime
tt0050656Love Slaves of the Amazons,6,Love Slaves of the Amazons,0,1957,81,Adventure
tt0050657The Love Specialist,5.9,The Love Specialist,0,1957,102,Comedy
tt0050658Love in the Afternoon,7.1,Love in the Afternoon,0,1957,130,Comedy
tt0050659Loving You,6.5,Loving You,0,1957,101,Drama
tt0050660Lucky Jim,6,Lucky Jim,0,1957,95,Comedy
tt0050661Lure of the Swamp,5.4,Lure of the Swamp,0,1957,75,Adventure
tt0050662Hanged Man's Soul Against the Black Whip,3.7,Hanged Man's Soul Against the Black Whip,0,1959,80,Action
tt0050663Fever,0,Fever,0,1957,113,\N
tt0050664Laan mig din kone,5.3,Laan mig din kone,0,1957,94,Comedy
tt0050665Madhumati,7.8,Madhumati,0,1958,110,Fantasy
tt0050666La madriguera,0,La madriguera,0,1957,\N,\N
tt0050667Madrugada,6.3,Madrugada,0,1957,85,Drama
tt0050668The Teacher and the Miracle,6.6,The Teacher and the Miracle,0,1957,90,Drama
tt0050669Inspector Maigret,7.1,Inspector Maigret,0,1958,119,Crime
tt0050670The Mailbag Robbery,6.3,The Mailbag Robbery,0,1957,70,Crime
tt0050671Malafemmena,6.9,Malafemmena,0,1957,92,Drama
tt0050672The Curse of the Aztec Mummy,3.9,The Curse of the Aztec Mummy,0,1957,65,Horror
tt0050673Mamma tar semester,4.9,Mamma tar semester,0,1957,106,Comedy
tt0050674Man Afraid,6.7,Man Afraid,0,1957,84,Crime
tt0050675The Man Who Turned to Stone,5.2,The Man Who Turned to Stone,0,1957,71,Horror
tt0050676The Man Without a Body,4.7,The Man Without a Body,0,1957,80,Horror
tt0050677Thunder Over Tangier,5,Thunder Over Tangier,0,1957,66,Crime
tt0050678Man in a Moon,0,Man in a Moon,0,1957,60,Drama
tt0050679The Man in the Road,6.3,The Man in the Road,0,1956,83,Crime
tt0050680Man in the Shadow,6.8,Man in the Shadow,0,1957,80,Action
tt0050681Man of a Thousand Faces,7.1,Man of a Thousand Faces,0,1957,122,Biography
tt0050682Man on Fire,6.5,Man on Fire,0,1957,95,Drama
tt0050683Manos arriba,0,Manos arriba,0,1958,95,Action
tt0050684Manos sucias,6.7,Manos sucias,0,1957,92,Drama
tt0050685Maravilla,4.9,Maravilla,0,1957,82,Comedy
tt0050686Girl Merchants,5.5,Girl Merchants,0,1957,102,Crime
tt0050687Sueños de oro,5.6,Sueños de oro,0,1958,86,Comedy
tt0050688Un marido de ida y vuelta,6.7,Un marido de ida y vuelta,0,1957,94,Comedy
tt0050689Marisa,6.2,Marisa,0,1957,81,Comedy
tt0050690Husbands in the City,6.4,Husbands in the City,0,1957,95,Comedy
tt0050691The Husband,6.6,The Husband,0,1958,82,Comedy
tt0050692The Mark of the Hawk,5.2,The Mark of the Hawk,0,1957,83,Drama
tt0050693María de la O,5.4,María de la O,0,1959,98,Drama
tt0050694Mattino di primavera,0,Mattino di primavera,0,1957,92,\N
tt0050695Mayerling,6,Mayerling,0,1957,90,Comedy
tt0050696Mañana...,6.3,Mañana...,0,1957,93,Drama
tt0050697Med glorian på sned,5.7,Med glorian på sned,0,1957,93,Comedy
tt0050698Il medico e lo stregone,6.8,Il medico e lo stregone,0,1957,102,Comedy
tt0050699Men in War,7.2,Men in War,0,1957,102,Action
tt0050700Mensajeros de paz,5.8,Mensajeros de paz,0,1957,80,Fantasy
tt0050701Le meraviglie delle Alpi,0,Le meraviglie delle Alpi,0,1957,\N,\N
tt0050702A Merry Mix-up,6.9,A Merry Mix-up,0,1957,16,Comedy
tt0050703Meksikanets,6.7,Meksikanets,0,1956,82,Drama
tt0050704The Midnight Story,6.7,The Midnight Story,0,1957,90,Crime
tt0050705The Mine,5.2,The Mine,0,1958,93,Drama
tt0050706Mon Oncle,7.7,Mon Oncle,0,1958,116,Comedy
tt0050707Miracle in Soho,5.9,Miracle in Soho,0,1957,93,Drama
tt0050708Miriam,5.8,Miriam,0,1957,88,Drama
tt0050709Les Misérables,7.5,Les Misérables,0,1958,210,Drama
tt0050710Mister Cory,6.7,Mister Cory,0,1957,92,Crime
tt0050711Mister Rock and Roll,5.6,Mister Rock and Roll,0,1957,86,Drama
tt0050712Mysteries of Black Magic,6,Mysteries of Black Magic,0,1958,86,Drama
tt0050713The Redeemer,7.9,The Redeemer,0,1959,85,Biography
tt0050714The Mischief Makers,7.1,The Mischief Makers,0,1957,18,Comedy
tt0050715Mit Rosen fängt die Liebe an,5,Mit Rosen fängt die Liebe an,0,1957,88,Drama
tt0050716Il momento più bello,6.1,Il momento più bello,0,1957,92,Comedy
tt0050717The Robot vs. The Aztec Mummy,2.4,The Robot vs. The Aztec Mummy,0,1958,65,Horror
tt0050718The Aztec Mummy,4.6,The Aztec Mummy,0,1957,80,Horror
tt0050719Monkey on My Back,6.9,Monkey on My Back,0,1957,94,Biography
tt0050720The Monolith Monsters,6.4,The Monolith Monsters,0,1957,77,Drama
tt0050721Monpti,6.5,Monpti,0,1957,96,Comedy
tt0050722The Monster That Challenged the World,5.7,The Monster That Challenged the World,0,1957,84,Horror
tt0050723Monster from Green Hell,3.6,Monster from Green Hell,0,1957,71,Horror
tt0050724The Moonraker,5.9,The Moonraker,0,1958,82,Action
tt0050725Murder,5.4,Murder,0,1957,2,Crime
tt0050727Moskau 1957,0,Moskau 1957,0,1957,12,Short
tt0050728Motorcycle Gang,5,Motorcycle Gang,0,1957,78,Drama
tt0050729Mouse-Taken Identity,6.4,Mouse-Taken Identity,0,1957,7,Animation
tt0050730The Girls in Blue,5.2,The Girls in Blue,0,1957,90,Comedy
tt0050731Muchachas en vacaciones,3.8,Muchachas en vacaciones,0,1958,84,Comedy
tt0050732Mucho Mouse,7.2,Mucho Mouse,0,1957,7,Animation
tt0050733La muraglia cinese,6.2,La muraglia cinese,0,1958,120,Documentary
tt0050734Musafir,7.7,Musafir,0,1957,149,Drama
tt0050735Muscle Up a Little Closer,5.8,Muscle Up a Little Closer,0,1957,17,Comedy
tt0050736Musta rakkaus,6.2,Musta rakkaus,0,1957,97,Drama
tt0050737My Gun Is Quick,6.1,My Gun Is Quick,0,1957,90,Crime
tt0050738My Man Godfrey,6.3,My Man Godfrey,0,1957,92,Comedy
tt0050739Le mystère de l'atelier quinze,6.5,Le mystère de l'atelier quinze,0,1957,18,Short
tt0050740The Master Detective Lives Dangerously,6.6,The Master Detective Lives Dangerously,0,1957,92,Crime
tt0050741Young Girls Beware,6.1,Young Girls Beware,0,1957,87,Action
tt0050742Möten i skymningen,5.6,Möten i skymningen,0,1957,93,Drama
tt0050743Tired Theodore,6,Tired Theodore,0,1957,92,Comedy
tt0050744Na grafskikh razvalinakh,6.9,Na grafskikh razvalinakh,0,1958,67,Adventure
tt0050745At Green Cockatoo by Night,6.4,At Green Cockatoo by Night,0,1957,97,Musical
tt0050746The Devil Strikes at Night,7.2,The Devil Strikes at Night,0,1957,105,Crime
tt0050747A nagyrozsdási eset,7.1,A nagyrozsdási eset,0,1957,96,Comedy
tt0050748Naked Paradise,4.4,Naked Paradise,0,1957,68,Drama
tt0050749Your Past Is Showing,6.8,Your Past Is Showing,0,1957,91,Comedy
tt0050750Naked in the Sun,5.2,Naked in the Sun,0,1957,78,Western
tt0050751Naruto hichô,6.6,Naruto hichô,0,1957,101,Action
tt0050752In Our Courtyard,7.4,In Our Courtyard,0,1956,90,Comedy
tt0050753March's Child,6.5,March's Child,0,1958,109,Comedy
tt0050754Natalya Uzhviy,5.8,Natalya Uzhviy,0,1959,40,Documentary
tt0050755The Foxiest Girl in Paris,6.3,The Foxiest Girl in Paris,0,1957,95,Comedy
tt0050756Night Light,5.7,Night Light,0,1957,90,Comedy
tt0050757Nau Do Gyarah,7.2,Nau Do Gyarah,0,1957,170,Comedy
tt0050758Naya Daur,7.8,Naya Daur,0,1957,173,Action
tt0050759The Innocent with Forty Children,5.6,The Innocent with Forty Children,0,1957,98,Comedy
tt0050760Don't Whisper,7.7,Don't Whisper,0,1957,107,Romance
tt0050761Nebel,8,Nebel,0,1957,93,Crime
tt0050762Nine Lives,7.2,Nine Lives,0,1957,96,Action
tt0050763Night Passage,6.6,Night Passage,0,1957,90,Action
tt0050764The Night Runner,5.9,The Night Runner,0,1957,79,Drama
tt0050765The Night the Banshee Cried,5.2,The Night the Banshee Cried,0,1957,22,Horror
tt0050766Curse of the Demon,7.4,Curse of the Demon,0,1957,95,Fantasy
tt0050767The Night the World Exploded,5.2,The Night the World Exploded,0,1957,64,Sci-Fi
tt0050768It Was Not in Vain,7.1,It Was Not in Vain,0,1957,97,Crime
tt0050769Nikui mono,0,Nikui mono,0,1957,\N,\N
tt0050770Niok,7.6,Niok,0,1957,29,Adventure
tt0050771No Down Payment,7.1,No Down Payment,0,1957,105,Drama
tt0050772No Road Back,5.8,No Road Back,0,1957,83,Action
tt0050773No Time for Tears,6.3,No Time for Tears,0,1957,86,Drama
tt0050774No Time to Be Young,5.8,No Time to Be Young,0,1957,82,Drama
tt0050775Nochnoy patrul,6.6,Nochnoy patrul,0,1957,101,Crime
tt0050776Non cantare... baciami!,0,Non cantare... baciami!,0,1957,92,Comedy
tt0050777La nonna Sabella,6.7,La nonna Sabella,0,1957,89,Comedy
tt0050778Not of This Earth,6.2,Not of This Earth,0,1957,67,Horror
tt0050779Insemnari din Portul Rosu,0,Insemnari din Portul Rosu,0,1957,\N,Documentary
tt0050780Notre Dame - cathédrale de Paris,7.6,Notre Dame - cathédrale de Paris,0,1957,18,Documentary
tt0050781The Hunchback of Notre Dame,6.6,The Hunchback of Notre Dame,0,1956,115,Drama
tt0050782Le Notti Bianche,7.8,Le Notti Bianche,0,1957,102,Drama
tt0050783Nights of Cabiria,8.1,Nights of Cabiria,0,1957,110,Drama
tt0050784A Novel Affair,6.1,A Novel Affair,0,1957,97,Comedy
tt0050785Number 10,6.1,Number 10,0,1956,5,Animation
tt0050786Number 9,8,Number 9,0,1954,10,Short
tt0050787Nummisuutarit,5.5,Nummisuutarit,0,1957,93,Comedy
tt0050788Ô saisons ô chateaux,7,Ô saisons ô chateaux,0,1958,20,Documentary
tt0050789Ober zahlen,6.4,Ober zahlen,0,1957,95,Comedy
tt0050791L'oceano ci chiama,0,L'oceano ci chiama,0,1957,75,Documentary
tt0050792Oedipus Rex,6.6,Oedipus Rex,0,1957,87,Drama
tt0050793L'oeil du maître,0,L'oeil du maître,0,1957,18,Short
tt0050794Miles of Fire,6.3,Miles of Fire,0,1957,85,Adventure
tt0050795Oh Men! Oh Women!,5.2,Oh Men! Oh Women!,0,1957,90,Comedy
tt0050796Ohne dich wird es Nacht,6.4,Ohne dich wird es Nacht,0,1956,103,Drama
tt0050797The Oklahoman,6.3,The Oklahoman,0,1957,80,Western
tt0050798Old Yeller,7.3,Old Yeller,0,1957,83,Adventure
tt0050799Omar Khayyam,5.8,Omar Khayyam,0,1957,101,Adventure
tt0050800On the Bowery,7.4,On the Bowery,0,1956,65,Documentary
tt0050801Onore e sangue,0,Onore e sangue,0,1957,87,Drama
tt0050802One Droopy Knight,6.7,One Droopy Knight,0,1957,7,Animation
tt0050803The One That Got Away,7.1,The One That Got Away,0,1957,111,Adventure
tt0050804Operation Conspiracy,5.6,Operation Conspiracy,0,1956,69,Thriller
tt0050805Operation Mad Ball,6.5,Operation Mad Ball,0,1957,105,Comedy
tt0050806Operation Murder,5.8,Operation Murder,0,1957,66,Drama
tt0050807Orizzonte infuocato,0,Orizzonte infuocato,0,1957,94,Drama
tt0050808An Osaka Story,6.9,An Osaka Story,0,1957,97,Drama
tt0050809Otryad Trubachyova srazhayetsya,6.6,Otryad Trubachyova srazhayetsya,0,1957,95,Adventure
tt0050810Outer Space Jitters,5.7,Outer Space Jitters,0,1957,17,Comedy
tt0050811Outlaw Queen,5.6,Outlaw Queen,0,1957,70,Action
tt0050812Outlaw's Son,6.1,Outlaw's Son,0,1957,88,Action
tt0050813A Tailor's Maid,6.8,A Tailor's Maid,0,1957,103,Comedy
tt0050814The Pajama Game,6.7,The Pajama Game,0,1957,101,Comedy
tt0050815Pal Joey,6.6,Pal Joey,0,1957,111,Drama
tt0050816Panama Sal,6.8,Panama Sal,0,1957,70,Comedy
tt0050817Scandal in Sorrento,6.5,Scandal in Sorrento,0,1955,110,Comedy
tt0050818Panic in the Parlor,6.4,Panic in the Parlor,0,1956,81,Comedy
tt0050819Die Panne,7.2,Die Panne,0,1957,88,Drama
tt0050820Pardesi,6.8,Pardesi,0,1957,152,Adventure
tt0050821Honor Among Thieves,6.4,Honor Among Thieves,0,1957,90,Comedy
tt0050822The Parson and the Outlaw,4.2,The Parson and the Outlaw,0,1957,71,Western
tt0050823¡Paso a la juventud..!,5.6,¡Paso a la juventud..!,0,1958,90,Comedy
tt0050824Pasos de angustia,0,Pasos de angustia,0,1959,82,Drama
tt0050825Paths of Glory,8.4,Paths of Glory,0,1957,88,Drama
tt0050826Pavel Korchagin,6.9,Pavel Korchagin,0,1957,102,Drama
tt0050827Pawnee,5.3,Pawnee,0,1957,80,Western
tt0050828Payal,6.3,Payal,0,1957,\N,Drama
tt0050829Paying Guest,6.8,Paying Guest,0,1957,157,Comedy
tt0050830Peking palotái,0,Peking palotái,0,1957,\N,Documentary
tt0050831Pekka ja Pätkä ketjukolarissa,5.1,Pekka ja Pätkä ketjukolarissa,0,1957,73,Comedy
tt0050832Pekka ja Pätkä salapoliiseina,5.6,Pekka ja Pätkä salapoliiseina,0,1957,82,Comedy
tt0050833Pekka ja Pätkä sammakkomiehinä,5.2,Pekka ja Pätkä sammakkomiehinä,0,1957,91,Comedy
tt0050834Peppino le modelle e.... 'chella llà',5.7,Peppino le modelle e.... 'chella llà',0,1957,91,Comedy
tt0050835El pequeño ruiseñor,4.8,El pequeño ruiseñor,0,1957,98,Drama
tt0050836Perdeu-se um Marido,5.8,Perdeu-se um Marido,0,1957,80,Comedy
tt0050837Perri,6.8,Perri,0,1957,75,Adventure
tt0050838The Persuader,5.4,The Persuader,0,1957,72,Western
tt0050839Peyton Place,7.2,Peyton Place,0,1957,157,Drama
tt0050840The Phantom Stagecoach,6.2,The Phantom Stagecoach,0,1957,69,Western
tt0050841Pickup Alley,6.1,Pickup Alley,0,1957,92,Action
tt0050842The Pied Piper of Hamelin,5.7,The Pied Piper of Hamelin,0,1957,89,Family
tt0050843Piernas de oro,6.8,Piernas de oro,0,1958,92,Adventure
tt0050844Piker's Peak,7.5,Piker's Peak,0,1957,7,Animation
tt0050845Pikku Ilona ja hänen karitsansa,5.2,Pikku Ilona ja hänen karitsansa,0,1957,93,Drama
tt0050846Pinocchio,7.1,Pinocchio,0,1957,60,Family
tt0050847Plunder Road,6.9,Plunder Road,0,1957,72,Crime
tt0050848Pontianak,5.2,Pontianak,0,1957,110,Horror
tt0050849Pop Cira i pop Spira,7.4,Pop Cira i pop Spira,0,1957,82,Comedy
tt0050850The Gates of Paris,7.2,The Gates of Paris,0,1957,95,Crime
tt0050851Portugal,7.1,Portugal,0,1957,30,Documentary
tt0050852Posledná bosorka,7.1,Posledná bosorka,0,1957,96,Drama
tt0050853I Dutifully Report,7.4,I Dutifully Report,0,1958,91,Comedy
tt0050854Lovers of Paris,6.9,Lovers of Paris,0,1957,115,Drama
tt0050855Pozegnanie z diablem,4.6,Pozegnanie z diablem,0,1957,84,Action
tt0050856Prawdziwy koniec wielkiej wojny,7,Prawdziwy koniec wielkiej wojny,0,1957,89,Drama
tt0050857Presentimento,3.8,Presentimento,0,1956,89,Drama
tt0050858The Pride and the Passion,5.7,The Pride and the Passion,0,1957,132,Action
tt0050859Primitivos Portugueses,0,Primitivos Portugueses,0,1957,\N,\N
tt0050860Primo applauso,0,Primo applauso,0,1957,\N,Comedy
tt0050861The Prince and the Showgirl,6.4,The Prince and the Showgirl,0,1957,115,Comedy
tt0050862Die Prinzessin von St. Wolfgang,4.8,Die Prinzessin von St. Wolfgang,0,1957,90,Romance
tt0050863The Minister of Uddarbo,5.8,The Minister of Uddarbo,0,1957,92,Drama
tt0050864Public Pigeon No. 1,6.5,Public Pigeon No. 1,0,1957,79,Comedy
tt0050865El puente de la paz,6,El puente de la paz,0,1958,93,Comedy
tt0050867Pulgarcito,6.1,Pulgarcito,0,1958,85,Family
tt0050868Punar Milan,7.4,Punar Milan,0,1957,94,Drama
tt0050869Il pupo dal k.o.,0,Il pupo dal k.o.,0,1957,\N,Fantasy
tt0050870Pyaasa,8.3,Pyaasa,0,1957,146,Drama
tt0050871Quand la femme s'en mêle,6,Quand la femme s'en mêle,0,1957,90,Crime
tt0050872Quantez,6,Quantez,0,1957,81,Action
tt0050873Quatermass 2,6.8,Quatermass 2,0,1957,85,Horror
tt0050874The Quiet Gun,6.4,The Quiet Gun,0,1957,77,Western
tt0050875Rabbit Romeo,7.1,Rabbit Romeo,0,1957,7,Animation
tt0050878Ragazzi della marina,6.3,Ragazzi della marina,0,1958,94,\N
tt0050879Raiders of Old California,5.6,Raiders of Old California,0,1957,72,Drama
tt0050880A Rainbow Plays in My Heart,7.4,A Rainbow Plays in My Heart,0,1957,68,\N
tt0050881A Rainha Isabel II em Portugal,0,A Rainha Isabel II em Portugal,0,1957,\N,Documentary
tt0050882Raintree County,6.3,Raintree County,0,1957,182,Drama
tt0050883The Naked Woman and the Gun,6.8,The Naked Woman and the Gun,0,1957,88,Action
tt0050884Rakas varkaani,5,Rakas varkaani,0,1957,73,Comedy
tt0050885La rana verde,5.8,La rana verde,0,1960,93,Comedy
tt0050886Rapsodia de sangre,6.1,Rapsodia de sangre,0,1958,108,Drama
tt0050887Rascel-Fifì,5.1,Rascel-Fifì,0,1957,91,Comedy
tt0050888Rasskazy o Lenine,7,Rasskazy o Lenine,0,1958,115,Biography
tt0050889El reflejo del alma,0,El reflejo del alma,0,1962,78,Drama
tt0050890Reform School Girl,5.5,Reform School Girl,0,1957,71,Crime
tt0050891La regina della povera gente,0,La regina della povera gente,0,1957,\N,\N
tt0050892Rembrandt: Painter of Man,7.8,Rembrandt: Painter of Man,0,1957,20,Biography
tt0050893The Restless Breed,5.2,The Restless Breed,0,1957,86,Western
tt0050894The Revenge of Frankenstein,6.8,The Revenge of Frankenstein,0,1958,90,Horror
tt0050895Revolt at Fort Laramie,5.5,Revolt at Fort Laramie,0,1957,73,Western
tt0050896Rhythm,6.3,Rhythm,0,1957,1,Short
